genome	gyrB	dnaG	frr	infC	nusA	pgk	pyrG	rplA	rplB	rplC	rplD	rplE	rplF	rplK	rplL	rplM	rplN	rplP	rplS	rplT	rpmA	rpoB	rpsB	rpsC	rpsE	rpsI	rpsJ	rpsK	rpsM	rpsS	smpB	tsf
GUT_GENOME238258	GUT_GENOME238258_01333,GUT_GENOME238258_00360	GUT_GENOME238258_00269,GUT_GENOME238258_00967		GUT_GENOME238258_00064	GUT_GENOME238258_01664	GUT_GENOME238258_01759		GUT_GENOME238258_00324	GUT_GENOME238258_00201	GUT_GENOME238258_00204	GUT_GENOME238258_00203	GUT_GENOME238258_00192	GUT_GENOME238258_00189	GUT_GENOME238258_00323	GUT_GENOME238258_00326,GUT_GENOME238258_01270	GUT_GENOME238258_00079	GUT_GENOME261446_01072	GUT_GENOME238258_00197	GUT_GENOME238258_00765	GUT_GENOME238258_00062		GUT_GENOME238258_00963	GUT_GENOME238258_01201	GUT_GENOME238258_00198	GUT_GENOME261446_01078	GUT_GENOME238258_00080	GUT_GENOME261446_01061	GUT_GENOME261446_01087	GUT_GENOME238258_00179	GUT_GENOME237524_00824	GUT_GENOME238258_00101	GUT_GENOME238258_01200
GUT_GENOME252376	GUT_GENOME252376_01300,GUT_GENOME252376_00699	GUT_GENOME252376_00088	GUT_GENOME252376_01588	GUT_GENOME252376_01540		GUT_GENOME252376_01766	GUT_GENOME252376_01044	GUT_GENOME016248_02291		GUT_GENOME252376_01656	GUT_GENOME252376_01655		GUT_GENOME252376_00488	GUT_GENOME252376_01439	GUT_GENOME252376_02154	GUT_GENOME252376_02172			GUT_GENOME252376_01000	GUT_GENOME157750_01902	GUT_GENOME252376_01645	GUT_GENOME252376_02184			GUT_GENOME252376_00486		GUT_GENOME157750_01968	GUT_GENOME252376_00476	GUT_GENOME157750_01941			GUT_GENOME252376_02123
GUT_GENOME092360	GUT_GENOME092360_01191,GUT_GENOME092360_01154	GUT_GENOME092360_01842	GUT_GENOME092360_01555	GUT_GENOME092360_00463	GUT_GENOME092360_00972	GUT_GENOME092360_01513	GUT_GENOME092360_01659	GUT_GENOME246267_01276		GUT_GENOME092360_01894	GUT_GENOME143189_00390			GUT_GENOME246267_01277	GUT_GENOME092360_00281	GUT_GENOME261291_01081			GUT_GENOME092360_01030	GUT_GENOME092360_00461	GUT_GENOME092360_00470	GUT_GENOME092360_01707				GUT_GENOME092360_01259	GUT_GENOME258247_00781				GUT_GENOME092360_00901	
GUT_GENOME139147	GUT_GENOME139147_02161,GUT_GENOME139147_01723	GUT_GENOME139147_00306,GUT_GENOME001115_02944	GUT_GENOME139147_00016	GUT_GENOME139147_00395	GUT_GENOME139147_00360	GUT_GENOME139147_01507	GUT_GENOME096534_00360	GUT_GENOME239280_00214	GUT_GENOME155439_02383	GUT_GENOME095967_02215	GUT_GENOME147678_01139	GUT_GENOME001115_02121	GUT_GENOME147678_01125	GUT_GENOME000152_01036	GUT_GENOME139147_00796	GUT_GENOME042029_01030	GUT_GENOME209802_00769	GUT_GENOME147678_01133	GUT_GENOME239280_02403	GUT_GENOME268227_02160	GUT_GENOME139147_00040	GUT_GENOME139147_01128	GUT_GENOME155439_00448	GUT_GENOME154740_01888	GUT_GENOME095967_02197	GUT_GENOME170652_01503	GUT_GENOME140074_00450	GUT_GENOME140078_00817	GUT_GENOME000092_02015	GUT_GENOME000152_01689	GUT_GENOME139147_00481	GUT_GENOME139147_00295
GUT_GENOME091228	GUT_GENOME091228_00904,GUT_GENOME091228_01557	GUT_GENOME091228_01383	GUT_GENOME091228_00559	GUT_GENOME091228_00501	GUT_GENOME091228_00763	GUT_GENOME091228_01000	GUT_GENOME091228_00156	GUT_GENOME026750_01824	GUT_GENOME091228_00225	GUT_GENOME127116_01225	GUT_GENOME091228_00227	GUT_GENOME257123_01013	GUT_GENOME091228_00213	GUT_GENOME257123_01742	GUT_GENOME255273_01512	GUT_GENOME255273_00544	GUT_GENOME257123_01015	GUT_GENOME252582_01632	GUT_GENOME255273_01961	GUT_GENOME067425_00246	GUT_GENOME067425_00210	GUT_GENOME091228_01590			GUT_GENOME255273_00421		GUT_GENOME255273_00403	GUT_GENOME255258_00836	GUT_GENOME251098_00899	GUT_GENOME091228_00224	GUT_GENOME255273_01970	
GUT_GENOME124681	GUT_GENOME124681_01039,GUT_GENOME124681_00116	GUT_GENOME124681_01596	GUT_GENOME124681_00995	GUT_GENOME007797_00047	GUT_GENOME124681_01402	GUT_GENOME124681_01512	GUT_GENOME017342_00911	GUT_GENOME017342_02425	GUT_GENOME124681_00077	GUT_GENOME017342_01900	GUT_GENOME013034_01279	GUT_GENOME007797_00712	GUT_GENOME013034_01265	GUT_GENOME013034_00635	GUT_GENOME124681_01610	GUT_GENOME007797_01951	GUT_GENOME124681_00070	GUT_GENOME017342_01907	GUT_GENOME007797_00196	GUT_GENOME007797_00049	GUT_GENOME124681_02253	GUT_GENOME124681_01554	GUT_GENOME017342_01029	GUT_GENOME017342_01906	GUT_GENOME007797_00717	GUT_GENOME007797_01950	GUT_GENOME124681_00081	GUT_GENOME013034_01253	GUT_GENOME013034_01254	GUT_GENOME013034_01276	GUT_GENOME124681_00248	GUT_GENOME017342_01028
GUT_GENOME139132	GUT_GENOME154740_02061,GUT_GENOME156244_01840	GUT_GENOME095967_00287	GUT_GENOME154740_01969	GUT_GENOME123416_00767	GUT_GENOME018115_01549	GUT_GENOME139132_00500	GUT_GENOME154740_00159								GUT_GENOME139147_00796				GUT_GENOME239280_02403		GUT_GENOME139147_00040	GUT_GENOME049730_00958	GUT_GENOME155439_00448								GUT_GENOME156244_00430	GUT_GENOME123416_00320
GUT_GENOME236869	GUT_GENOME236869_00259,GUT_GENOME236869_00388	GUT_GENOME236869_01337	GUT_GENOME236869_01330		GUT_GENOME236869_00942	GUT_GENOME236869_01174	GUT_GENOME236869_00861	GUT_GENOME236869_00972	GUT_GENOME236869_00798	GUT_GENOME236869_00801	GUT_GENOME236869_00800	GUT_GENOME236869_00789	GUT_GENOME236869_00786	GUT_GENOME236869_00971	GUT_GENOME236869_00974	GUT_GENOME236869_00348	GUT_GENOME236869_00791	GUT_GENOME236869_00794	GUT_GENOME236869_01362		GUT_GENOME236869_01326	GUT_GENOME236869_00975	GUT_GENOME236869_00350	GUT_GENOME236869_00795	GUT_GENOME236869_00784	GUT_GENOME236869_00349	GUT_GENOME236869_00723	GUT_GENOME236869_00777	GUT_GENOME236869_00778	GUT_GENOME236869_00797		GUT_GENOME236869_00351
GUT_GENOME000152	GUT_GENOME239280_02331,GUT_GENOME140078_02679	GUT_GENOME001471_01877,GUT_GENOME095992_00459,GUT_GENOME001115_02428,GUT_GENOME001135_05875,GUT_GENOME000152_00488,GUT_GENOME147678_01490	GUT_GENOME268486_01048	GUT_GENOME123416_00767	GUT_GENOME239280_02390	GUT_GENOME139132_00500	GUT_GENOME247791_00846,GUT_GENOME000152_01478	GUT_GENOME239280_00214	GUT_GENOME155439_02383	GUT_GENOME095967_02215	GUT_GENOME147678_01139	GUT_GENOME001115_02121	GUT_GENOME147678_01125	GUT_GENOME000152_01036	GUT_GENOME139147_00796	GUT_GENOME042029_01030	GUT_GENOME209802_00769	GUT_GENOME147678_01133	GUT_GENOME239280_02403	GUT_GENOME268227_02160	GUT_GENOME139147_00040	GUT_GENOME247791_01647	GUT_GENOME155439_00448	GUT_GENOME154740_01888	GUT_GENOME095967_02197	GUT_GENOME170652_01503	GUT_GENOME140074_00450	GUT_GENOME140078_00817	GUT_GENOME000092_02015	GUT_GENOME000152_01689	GUT_GENOME095021_01442	GUT_GENOME123416_00320
GUT_GENOME112066	GUT_GENOME112066_01082	GUT_GENOME112066_00398	GUT_GENOME112066_00207	GUT_GENOME112066_00176		GUT_GENOME112066_00744	GUT_GENOME112066_00884	GUT_GENOME112066_00234	GUT_GENOME112066_00589	GUT_GENOME112066_00592	GUT_GENOME112066_00591	GUT_GENOME112066_00580	GUT_GENOME112066_00577	GUT_GENOME112066_00233	GUT_GENOME112066_00068	GUT_GENOME112066_00395	GUT_GENOME112066_00582	GUT_GENOME112066_00585		GUT_GENOME112066_00174	GUT_GENOME112066_01333	GUT_GENOME112066_01369	GUT_GENOME112066_01160	GUT_GENOME112066_00586	GUT_GENOME112066_00575	GUT_GENOME112066_00394	GUT_GENOME112066_00593	GUT_GENOME112066_00567	GUT_GENOME112066_00568	GUT_GENOME112066_00588	GUT_GENOME112066_00391	GUT_GENOME112066_01159
GUT_GENOME220495	GUT_GENOME220495_01784,GUT_GENOME220495_00338		GUT_GENOME220495_00589	GUT_GENOME220495_01341	GUT_GENOME220495_00638	GUT_GENOME139132_00500	GUT_GENOME220495_00221								GUT_GENOME139147_00796	GUT_GENOME042029_01030				GUT_GENOME268227_02160	GUT_GENOME139147_00040					GUT_GENOME170652_01503					GUT_GENOME220495_01889	GUT_GENOME247791_01303
GUT_GENOME246834	GUT_GENOME246834_00059,GUT_GENOME246834_00105	GUT_GENOME246834_00820		GUT_GENOME067425_00244		GUT_GENOME246834_01026		GUT_GENOME246834_01290						GUT_GENOME257123_01742	GUT_GENOME067425_00166	GUT_GENOME067425_00379			GUT_GENOME255273_01961		GUT_GENOME067425_00210										GUT_GENOME258268_01010	GUT_GENOME067425_00172
GUT_GENOME115165	GUT_GENOME115165_00403,GUT_GENOME026008_01658	GUT_GENOME271436_00916	GUT_GENOME026008_01451	GUT_GENOME115165_01250	GUT_GENOME271436_00102	GUT_GENOME115165_00319	GUT_GENOME271436_00537	GUT_GENOME026008_01034	GUT_GENOME026008_00144	GUT_GENOME271436_01431	GUT_GENOME088940_02141	GUT_GENOME259524_00356	GUT_GENOME271436_01416	GUT_GENOME277097_00751	GUT_GENOME159064_01526	GUT_GENOME026008_01040	GUT_GENOME267242_01108	GUT_GENOME088940_02135	GUT_GENOME271436_01730	GUT_GENOME159064_01132	GUT_GENOME088940_01252	GUT_GENOME026008_01096	GUT_GENOME007936_00550		GUT_GENOME026008_00130	GUT_GENOME026008_01041	GUT_GENOME115165_00070	GUT_GENOME115165_00097	GUT_GENOME271436_01678	GUT_GENOME271436_01427	GUT_GENOME115165_01013	GUT_GENOME115165_01454
GUT_GENOME235153	GUT_GENOME235153_00379,GUT_GENOME235153_01433	GUT_GENOME235153_01514	GUT_GENOME235153_00107	GUT_GENOME235153_00719	GUT_GENOME235153_01254	GUT_GENOME235153_01851										GUT_GENOME235153_00051			GUT_GENOME235153_01003	GUT_GENOME235153_00717	GUT_GENOME235153_01553	GUT_GENOME235153_01166	GUT_GENOME235153_00954		GUT_GENOME235153_01349	GUT_GENOME235153_00050		GUT_GENOME235153_01359	GUT_GENOME235153_01358		GUT_GENOME235153_01064	GUT_GENOME235153_00953
GUT_GENOME088940	GUT_GENOME088940_00217	GUT_GENOME088940_02202	GUT_GENOME088940_01129	GUT_GENOME088940_00274	GUT_GENOME088940_01416	GUT_GENOME088940_01862	GUT_GENOME088940_00077	GUT_GENOME026008_01034	GUT_GENOME026008_00144	GUT_GENOME271436_01431	GUT_GENOME088940_02141	GUT_GENOME259524_00356	GUT_GENOME267242_01113	GUT_GENOME277097_00751	GUT_GENOME159064_01526	GUT_GENOME088940_00512	GUT_GENOME267242_01108	GUT_GENOME088940_02135	GUT_GENOME271436_01730	GUT_GENOME280620_00825	GUT_GENOME088940_01252	GUT_GENOME088940_01474	GUT_GENOME007936_00550		GUT_GENOME267242_01115	GUT_GENOME259524_00303	GUT_GENOME259524_00369	GUT_GENOME115165_00097	GUT_GENOME271436_01678	GUT_GENOME271436_01427	GUT_GENOME088940_00626	GUT_GENOME088940_00658
GUT_GENOME093315	GUT_GENOME093315_01053,GUT_GENOME093315_01862	GUT_GENOME093315_01631	GUT_GENOME093315_00305	GUT_GENOME093315_01751	GUT_GENOME093315_00287	GUT_GENOME093315_00127	GUT_GENOME093315_01085	GUT_GENOME093315_01365	GUT_GENOME093315_00778	GUT_GENOME093315_00775	GUT_GENOME093315_00776	GUT_GENOME093315_00787	GUT_GENOME093315_00790	GUT_GENOME093315_01366	GUT_GENOME093315_01363	GUT_GENOME093315_00267	GUT_GENOME093315_00785	GUT_GENOME093315_00782	GUT_GENOME093315_01457	GUT_GENOME093315_01749	GUT_GENOME093315_00062	GUT_GENOME093315_01808	GUT_GENOME093315_01864	GUT_GENOME093315_00781	GUT_GENOME093315_00792	GUT_GENOME093315_00268	GUT_GENOME093315_00774	GUT_GENOME093315_00801	GUT_GENOME093315_00800	GUT_GENOME093315_00779	GUT_GENOME093315_00758	GUT_GENOME093315_01863
GUT_GENOME095021	GUT_GENOME140074_02477,GUT_GENOME154740_02061	GUT_GENOME095021_01106	GUT_GENOME154740_01969	GUT_GENOME220495_01341	GUT_GENOME018115_01549	GUT_GENOME139132_00500	GUT_GENOME209802_01366	GUT_GENOME225807_00914		GUT_GENOME095967_02215	GUT_GENOME147678_01139	GUT_GENOME001115_02121	GUT_GENOME147678_01125		GUT_GENOME139147_00796	GUT_GENOME042029_01030	GUT_GENOME209802_00769	GUT_GENOME147678_01133	GUT_GENOME239280_02403	GUT_GENOME268227_02160	GUT_GENOME139147_00040	GUT_GENOME247791_01647	GUT_GENOME155439_00448	GUT_GENOME154740_01888	GUT_GENOME095967_02197	GUT_GENOME170652_01503	GUT_GENOME140074_00450	GUT_GENOME140078_00817	GUT_GENOME000092_02015		GUT_GENOME095021_01442	GUT_GENOME123416_00320
GUT_GENOME159064	GUT_GENOME159064_00439,GUT_GENOME159064_00030	GUT_GENOME159064_00059	GUT_GENOME157265_00422	GUT_GENOME157265_01518	GUT_GENOME157265_00461	GUT_GENOME157265_00103	GUT_GENOME159064_01010	GUT_GENOME026008_01034		GUT_GENOME271436_01431	GUT_GENOME159064_01026	GUT_GENOME026008_00135	GUT_GENOME159064_01480	GUT_GENOME277097_00751	GUT_GENOME159064_01526	GUT_GENOME026008_01040	GUT_GENOME259524_00358	GUT_GENOME252582_01632	GUT_GENOME271436_01730	GUT_GENOME159064_01132	GUT_GENOME088940_01252	GUT_GENOME159064_01263	GUT_GENOME007936_00550		GUT_GENOME026008_00130	GUT_GENOME026008_01041	GUT_GENOME115165_00070	GUT_GENOME115165_00097	GUT_GENOME271436_01678		GUT_GENOME115165_01013	GUT_GENOME159064_00782
GUT_GENOME233277	GUT_GENOME233277_00101,GUT_GENOME233277_01336	GUT_GENOME233277_00409	GUT_GENOME233277_00198	GUT_GENOME233277_00315	GUT_GENOME233277_00345	GUT_GENOME233277_00194	GUT_GENOME233277_01294	GUT_GENOME233277_01396	GUT_GENOME233277_00158	GUT_GENOME170578_01596	GUT_GENOME271917_00991	GUT_GENOME271917_00980	GUT_GENOME271917_00977	GUT_GENOME233277_01397	GUT_GENOME271917_01107	GUT_GENOME010373_01408	GUT_GENOME170578_01407	GUT_GENOME233277_00162	GUT_GENOME233277_01327	GUT_GENOME233277_00313	GUT_GENOME271917_01128	GUT_GENOME233277_00652	GUT_GENOME233277_00778	GUT_GENOME096819_00026	GUT_GENOME271917_00975	GUT_GENOME096819_01367	GUT_GENOME233277_00154	GUT_GENOME096819_00046	GUT_GENOME271917_00967	GUT_GENOME093746_00302	GUT_GENOME233277_01369	GUT_GENOME233277_00777
GUT_GENOME206689	GUT_GENOME206689_01033,GUT_GENOME206689_01787,GUT_GENOME206689_00152	GUT_GENOME206689_00603	GUT_GENOME206689_01772	GUT_GENOME206689_01373	GUT_GENOME206689_00758	GUT_GENOME206689_00831	GUT_GENOME206689_00466	GUT_GENOME206689_00704	GUT_GENOME206689_00726	GUT_GENOME206689_00723	GUT_GENOME206689_00724	GUT_GENOME206689_00735	GUT_GENOME206689_00738	GUT_GENOME206689_00705	GUT_GENOME206689_01181	GUT_GENOME206689_01021	GUT_GENOME206689_00733	GUT_GENOME206689_00730	GUT_GENOME206689_01480	GUT_GENOME206689_01375	GUT_GENOME206689_00928	GUT_GENOME206689_00197	GUT_GENOME206689_00496	GUT_GENOME206689_00729	GUT_GENOME206689_00740	GUT_GENOME206689_01020	GUT_GENOME206689_00722	GUT_GENOME206689_00750	GUT_GENOME206689_00749	GUT_GENOME206689_00727	GUT_GENOME206689_00417	GUT_GENOME206689_00497
GUT_GENOME044142	GUT_GENOME044142_01210,GUT_GENOME044142_01200	GUT_GENOME044142_00139	GUT_GENOME044142_00430	GUT_GENOME044142_01464	GUT_GENOME044142_01326	GUT_GENOME044142_01350	GUT_GENOME044142_01581												GUT_GENOME044142_01553	GUT_GENOME044142_01462	GUT_GENOME044142_01248											GUT_GENOME044142_00853
GUT_GENOME007936	GUT_GENOME007936_01585,GUT_GENOME007936_00856	GUT_GENOME007936_00322	GUT_GENOME007936_00060	GUT_GENOME007936_01394	GUT_GENOME007936_01390	GUT_GENOME007936_01078	GUT_GENOME007936_00306	GUT_GENOME026008_01034	GUT_GENOME026008_00144	GUT_GENOME271436_01431	GUT_GENOME159064_01026			GUT_GENOME277097_00751	GUT_GENOME159064_01526	GUT_GENOME026008_01040			GUT_GENOME271436_01730	GUT_GENOME159064_01132	GUT_GENOME088940_01252		GUT_GENOME007936_00550			GUT_GENOME259524_00303	GUT_GENOME115165_00070			GUT_GENOME271436_01427	GUT_GENOME007936_00719	GUT_GENOME115165_01454
GUT_GENOME124777	GUT_GENOME155275_00686,GUT_GENOME036500_01602	GUT_GENOME124777_00678,GUT_GENOME124777_01783,GUT_GENOME036500_00117	GUT_GENOME124777_00289	GUT_GENOME155275_01276	GUT_GENOME036500_00011	GUT_GENOME124777_01437	GUT_GENOME036500_00541	GUT_GENOME036899_01428	GUT_GENOME105698_00003	GUT_GENOME036899_00670	GUT_GENOME155275_01088	GUT_GENOME124777_00245	GUT_GENOME124777_00248	GUT_GENOME011515_00432	GUT_GENOME035872_01646	GUT_GENOME155275_01880	GUT_GENOME124777_00243	GUT_GENOME124777_00240	GUT_GENOME011515_01055	GUT_GENOME155275_01278	GUT_GENOME124777_00935	GUT_GENOME124777_01072	GUT_GENOME036899_01111		GUT_GENOME036899_00687	GUT_GENOME155275_01879	GUT_GENOME124777_00232	GUT_GENOME036899_00697	GUT_GENOME155275_01063	GUT_GENOME124777_00237	GUT_GENOME036500_01330	GUT_GENOME155275_00884
GUT_GENOME008139	GUT_GENOME008139_01586,GUT_GENOME125769_01199	GUT_GENOME008139_00509	GUT_GENOME008139_01187	GUT_GENOME008139_00940	GUT_GENOME008139_00619	GUT_GENOME164403_01000	GUT_GENOME008139_01902	GUT_GENOME008139_01920	GUT_GENOME164403_00256	GUT_GENOME125769_00801	GUT_GENOME008139_02052	GUT_GENOME008139_01252	GUT_GENOME008139_01249	GUT_GENOME125769_00502	GUT_GENOME008139_01918	GUT_GENOME008139_01955	GUT_GENOME164403_00263	GUT_GENOME164403_00260	GUT_GENOME008139_00254	GUT_GENOME125769_00430	GUT_GENOME125769_00439		GUT_GENOME125769_02191		GUT_GENOME164403_00788		GUT_GENOME008139_02050	GUT_GENOME008139_01237	GUT_GENOME164403_00797	GUT_GENOME008139_02055		GUT_GENOME008139_01184
GUT_GENOME159348	GUT_GENOME159348_00321,GUT_GENOME159348_00147	GUT_GENOME159348_01033	GUT_GENOME159348_01303	GUT_GENOME159348_00882	GUT_GENOME159348_02430	GUT_GENOME159348_02280	GUT_GENOME159348_00874	GUT_GENOME159348_00736	GUT_GENOME159348_01413	GUT_GENOME159348_01410	GUT_GENOME159348_01411	GUT_GENOME159348_01422	GUT_GENOME159348_01426	GUT_GENOME159348_00737	GUT_GENOME249050_00800	GUT_GENOME159348_00575	GUT_GENOME159348_01420	GUT_GENOME159348_01417	GUT_GENOME096368_00706	GUT_GENOME159348_00880	GUT_GENOME159348_01901		GUT_GENOME159348_02364	GUT_GENOME159348_01416	GUT_GENOME159348_01428	GUT_GENOME159348_00574	GUT_GENOME249050_00469	GUT_GENOME159348_01438	GUT_GENOME159348_01437	GUT_GENOME096368_02697		GUT_GENOME159348_02365
GUT_GENOME237520	GUT_GENOME237520_01940,GUT_GENOME237520_00913	GUT_GENOME237520_00862,GUT_GENOME237520_00635	GUT_GENOME139388_02105	GUT_GENOME237520_00180	GUT_GENOME237520_02745	GUT_GENOME237520_00846		GUT_GENOME237520_00447	GUT_GENOME105698_00003	GUT_GENOME139388_01223	GUT_GENOME237520_01463	GUT_GENOME119191_00757	GUT_GENOME098569_02252	GUT_GENOME237520_00448	GUT_GENOME129025_00361	GUT_GENOME278449_01331	GUT_GENOME124777_00243	GUT_GENOME237520_01601	GUT_GENOME105698_01039	GUT_GENOME237520_00182	GUT_GENOME139388_02534	GUT_GENOME237520_00244	GUT_GENOME158068_00124		GUT_GENOME105698_00017	GUT_GENOME155275_01879		GUT_GENOME119191_00771	GUT_GENOME098569_02262	GUT_GENOME141047_00493	GUT_GENOME237520_01443	GUT_GENOME237520_02737
GUT_GENOME254539	GUT_GENOME163846_01065,GUT_GENOME263846_01148		GUT_GENOME126312_00971		GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228		GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031		GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610		GUT_GENOME266946_00851	GUT_GENOME145587_00209	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME100651	GUT_GENOME267242_00512,GUT_GENOME100651_01428	GUT_GENOME100651_01205	GUT_GENOME267242_00461	GUT_GENOME088940_00274	GUT_GENOME267242_00951	GUT_GENOME100651_00078	GUT_GENOME267242_00182	GUT_GENOME026008_01034						GUT_GENOME277097_00751	GUT_GENOME159064_01526	GUT_GENOME088940_00512				GUT_GENOME159064_01132	GUT_GENOME088940_01252		GUT_GENOME007936_00550			GUT_GENOME026008_01041	GUT_GENOME115165_00070				GUT_GENOME267242_01670	GUT_GENOME088940_00658
GUT_GENOME271436	GUT_GENOME115165_00403,GUT_GENOME026008_01658	GUT_GENOME271436_00916,GUT_GENOME271436_01811	GUT_GENOME026008_01451	GUT_GENOME115165_01250	GUT_GENOME271436_00102	GUT_GENOME115165_00319	GUT_GENOME271436_00537	GUT_GENOME026008_01034	GUT_GENOME026008_00144	GUT_GENOME271436_01431	GUT_GENOME159064_01026	GUT_GENOME259524_00356	GUT_GENOME271436_01416	GUT_GENOME277097_00751	GUT_GENOME159064_01526	GUT_GENOME026008_01040	GUT_GENOME267242_01108	GUT_GENOME088940_02135	GUT_GENOME271436_01730	GUT_GENOME159064_01132	GUT_GENOME088940_01252	GUT_GENOME271436_00946	GUT_GENOME007936_00550		GUT_GENOME026008_00130	GUT_GENOME026008_01041	GUT_GENOME115165_00070	GUT_GENOME115165_00097	GUT_GENOME271436_01678	GUT_GENOME271436_01427	GUT_GENOME115165_01013	GUT_GENOME115165_01454
GUT_GENOME175345	GUT_GENOME175345_00668,GUT_GENOME175345_01387	GUT_GENOME175345_00351	GUT_GENOME175345_00391	GUT_GENOME175345_00992	GUT_GENOME175345_01153			GUT_GENOME175345_01534						GUT_GENOME000266_00662					GUT_GENOME082932_01655	GUT_GENOME036651_00768	GUT_GENOME175345_01234	GUT_GENOME175345_00562									GUT_GENOME175345_01090	
GUT_GENOME172376	GUT_GENOME172376_00195,GUT_GENOME157398_00097	GUT_GENOME172376_01241	GUT_GENOME157398_00988	GUT_GENOME172376_01199	GUT_GENOME157398_01206	GUT_GENOME172376_00436	GUT_GENOME172376_00111									GUT_GENOME172376_00822			GUT_GENOME172376_00312	GUT_GENOME172376_01201	GUT_GENOME172376_00529		GUT_GENOME172376_00824			GUT_GENOME172376_00823					GUT_GENOME172376_00542	GUT_GENOME157398_00938
GUT_GENOME249369	GUT_GENOME249369_00727,GUT_GENOME249369_01813	GUT_GENOME036651_00196	GUT_GENOME257270_01165	GUT_GENOME175345_00992	GUT_GENOME249369_01678	GUT_GENOME036651_00947	GUT_GENOME249369_01610									GUT_GENOME036651_00717				GUT_GENOME036651_00768	GUT_GENOME175345_01234	GUT_GENOME249369_01028	GUT_GENOME000266_00310			GUT_GENOME000266_01956		GUT_GENOME257270_00349	GUT_GENOME000266_02566			GUT_GENOME130417_01511
GUT_GENOME244777	GUT_GENOME244777_01062,GUT_GENOME244777_00485	GUT_GENOME257123_02037	GUT_GENOME244777_01043	GUT_GENOME244777_00779	GUT_GENOME257123_00287	GUT_GENOME244777_01495	GUT_GENOME244777_01321	GUT_GENOME026750_01824	GUT_GENOME091228_00225	GUT_GENOME127116_01225	GUT_GENOME257123_01024	GUT_GENOME257123_01013		GUT_GENOME257123_01742	GUT_GENOME244777_01890	GUT_GENOME244777_00915	GUT_GENOME257123_01015	GUT_GENOME252582_01632	GUT_GENOME244777_00441	GUT_GENOME244777_00781	GUT_GENOME067425_00210	GUT_GENOME244777_00452	GUT_GENOME255273_01757			GUT_GENOME255273_00545	GUT_GENOME127116_01226			GUT_GENOME091228_00224	GUT_GENOME257123_01556	GUT_GENOME257123_01170
GUT_GENOME170498	GUT_GENOME170498_00766,GUT_GENOME170498_01269	GUT_GENOME001340_00163,GUT_GENOME170498_00925	GUT_GENOME170498_02134	GUT_GENOME170498_01156	GUT_GENOME170498_00391	GUT_GENOME170498_01582	GUT_GENOME170498_01686							GUT_GENOME257123_01742	GUT_GENOME255273_01512	GUT_GENOME255273_00544			GUT_GENOME255273_01961	GUT_GENOME067425_00246	GUT_GENOME067425_00210	GUT_GENOME170498_00672	GUT_GENOME255273_01757			GUT_GENOME255273_00545					GUT_GENOME170498_00382	GUT_GENOME257123_01170
GUT_GENOME271917	GUT_GENOME271917_01470,GUT_GENOME271917_00251	GUT_GENOME271917_00781	GUT_GENOME271917_00846	GUT_GENOME010373_00406	GUT_GENOME271917_01630	GUT_GENOME271917_00953	GUT_GENOME271917_00288	GUT_GENOME096819_01341	GUT_GENOME233277_00158	GUT_GENOME170578_01596	GUT_GENOME271917_00991	GUT_GENOME271917_00980	GUT_GENOME271917_00977	GUT_GENOME233277_01397	GUT_GENOME271917_01107	GUT_GENOME010373_01408	GUT_GENOME170578_01407	GUT_GENOME233277_00162	GUT_GENOME010373_01108	GUT_GENOME233277_00313	GUT_GENOME271917_01128	GUT_GENOME010373_00360	GUT_GENOME233277_00778	GUT_GENOME096819_00026	GUT_GENOME271917_00975	GUT_GENOME164229_00677	GUT_GENOME233277_00154	GUT_GENOME096819_00046	GUT_GENOME271917_00967	GUT_GENOME093746_00302	GUT_GENOME010373_00642	GUT_GENOME096819_00294
GUT_GENOME239280	GUT_GENOME239280_02341,GUT_GENOME239280_02331	GUT_GENOME239280_02053	GUT_GENOME268486_01048		GUT_GENOME239280_02390	GUT_GENOME139132_00500	GUT_GENOME239280_01820	GUT_GENOME239280_00214						GUT_GENOME000152_01036	GUT_GENOME139147_00796	GUT_GENOME042029_01030			GUT_GENOME239280_02403	GUT_GENOME268227_02160	GUT_GENOME139147_00040	GUT_GENOME247791_01647		GUT_GENOME154740_01888							GUT_GENOME239280_01986	
